company,title,title_en,job_category,seniority,remote_type,locations,years_experience_required,salary_hkd_min,salary_hkd_max,salary_estimated_min,salary_estimated_max,salary_estimated_confidence,required_skills,description_summary,source,source_tier,cross_posted,posted_at,apply_url,is_active
AXA Hong Kong and Macau,Senior Business Development Manager (Employee Benefits),Senior Business Development Manager (Employee Benefits),Sales,senior,on-site,"Wong Chuk Hang, Southern District",,,,60000,70000,medium,Employee Benefits; Business Development; Client Relationship Management; Insurance Product Knowledge; Digital Transformation; Sustainability Strategy; ESG Integration,"AXA Hong Kong and Macau is seeking a Senior Business Development Manager for Employee Benefits. The company offers integrated insurance solutions and emphasizes product innovation, digital transformation, and sustainability.",jobsdb,mainstream,1,2026-06-29T18:57:08.134328+00:00,https://hk.indeed.com/viewjob?jk=33c6a00f3b2ddab1,1
AXA Hong Kong and Macau,Senior Business Development Manager (Employee Benefits),Senior Business Development Manager (Employee Benefits),Sales,senior,on-site,"Wong Chuk Hang, Southern District",,,,65000,80000,medium,Employee Benefits; General Insurance; Business Development; Client Relationship Management; Customer Experience Management; Digital Transformation; Sustainability Strategy; ESG Integration,"This is a Senior Business Development Manager role focusing on Employee Benefits at AXA Hong Kong and Macau. The company is a major insurer offering Life, Health, and General Insurance, with a focus on innovation, customer experience, and sustainability.",jobsdb,mainstream,1,2026-07-20T18:55:44.247200+00:00,https://hk.indeed.com/viewjob?jk=33c6a00f3b2ddab1,1
AXA Hong Kong and Macau,"Senior Designer/ Designer, Digital Marketing","Senior Designer/ Designer, Digital Marketing",Other,senior,on-site,"Wong Chuk Hang, Southern District",,,,28000,42000,medium,,,jobsdb,mainstream,1,2026-07-15T18:55:10.089350+00:00,https://hk.indeed.com/viewjob?jk=6ce40a6fa335b1de,1
AXA Hong Kong and Macau,"Senior Manager / Manager, Life & Health Insurance Risk","Senior Manager / Manager, Life & Health Insurance Risk",Finance,senior,on-site,"Wong Chuk Hang, Southern District",,,,44000,70000,medium,Risk Management; Life Insurance; Health Insurance; Regulatory Compliance; Insurance Risk Analysis,Senior Manager/Manager responsible for Life & Health Insurance Risk at AXA Hong Kong and Macau. The role supports the company's risk management objectives within the insurance operations.,jobsdb,mainstream,0,2026-07-17T18:55:44.247193+00:00,https://hk.jobsdb.com/job/93399761,1
AXA Hong Kong and Macau,"Senior Officer / Officer, General Accounting (2-year contract)","Senior Officer / Officer, General Accounting (2-year contract)",Finance,mid,on-site,"Wong Chuk Hang, Southern District",,,,13600,28900,medium,,,jobsdb,mainstream,1,2026-06-29T18:57:08.134346+00:00,https://hk.indeed.com/viewjob?jk=9ad23ef33d96a349,1
AXA Hong Kong and Macau,"Senior Officer / Officer, General Accounting (2-year contract)","Senior Officer / Officer, General Accounting (2-year contract)",Finance,mid,on-site,"Wong Chuk Hang, Southern District",,,,16000,29000,medium,,Senior Officer / Officer responsible for general accounting at AXA Hong Kong and Macau under a 2-year contract.,jobsdb,mainstream,1,2026-07-14T18:57:08.134265+00:00,https://hk.indeed.com/viewjob?jk=9ad23ef33d96a349,1
AXA Hong Kong and Macau,"Senior Officer / Officer, General Accounting (2-year contract)","Senior Officer / Officer, General Accounting (2-year contract)",Finance,mid,on-site,"Wong Chuk Hang, Southern District",,,,13000,27000,low,,,jobsdb,mainstream,1,2026-07-20T18:55:44.247031+00:00,https://hk.indeed.com/viewjob?jk=9ad23ef33d96a349,1
AXA Hong Kong and Macau,"Senior Officer/Officer, Distribution Communications & Promotions","Senior Officer/Officer, Distribution Communications & Promotions",Sales,mid,on-site,"Wong Chuk Hang, Southern District",,,,33500,58500,medium,,"Senior Officer/Officer role at AXA Hong Kong and Macau, focusing on distribution communications and promotions, supporting the insurer's distribution channels.",jobsdb,mainstream,1,2026-07-22T18:55:10.089282+00:00,https://hk.indeed.com/viewjob?jk=9502f702899267ac,1
AXA Hong Kong and Macau,Senior Policy Servicing Officer,Senior Policy Servicing Officer,Operations,senior,on-site,"Wong Chuk Hang, Southern District",,,,17000,23000,medium,,,jobsdb,mainstream,0,2026-07-07T18:55:44.247167+00:00,https://hk.jobsdb.com/job/93176892,1
AXA Hong Kong and Macau,Senior Product Innovation & Growth Marketing Officer,Senior Product Innovation & Growth Marketing Officer,Marketing,senior,on-site,"Wong Chuk Hang, Southern District",,,,20000,28000,medium,Product Innovation; Growth Marketing; Customer Experience Management; Digital Transformation; Technology Leveraging; Insurance Product Development; Marketing Strategy,"The role focuses on product innovation and growth marketing at an insurance company, driving product and service innovation and enhancing customer experience through technology and digital transformation.",jobsdb,mainstream,0,2026-07-15T18:55:24.492806+00:00,https://hk.jobsdb.com/job/93345537,1
AXA Hong Kong and Macau,Senior Product Officer (Saving & Investment Product),Senior Product Officer (Saving & Investment Product),Other,senior,on-site,"Wong Chuk Hang, Southern District",,,,20000,30000,low,,,jobsdb,mainstream,0,2026-07-10T18:55:44.247069+00:00,https://hk.jobsdb.com/job/93254226,1
AXA Hong Kong and Macau,Senior Quant Analyst,Senior Quant Analyst,Finance,senior,on-site,"Wong Chuk Hang, Southern District",,,,50000,55000,medium,Quantitative Analysis; Statistical Modeling; Python; R; Excel; VBA; SQL; Risk Management; Actuarial Modeling,Senior Quant Analyst at AXA Hong Kong and Macau. The description provides company background without specific job responsibilities.,jobsdb,mainstream,0,2026-06-29T18:57:08.134299+00:00,https://hk.jobsdb.com/job/92994109,1
AXA Hong Kong and Macau,"Senior Underwriting Analyst, Employee Benefits","Senior Underwriting Analyst, Employee Benefits",Other,senior,on-site,"Wong Chuk Hang, Southern District",,,,23000,30000,medium,Underwriting; Employee Benefits; Risk Assessment; Data Analysis; Medical Insurance; Health Insurance; Excel; PowerPoint,AXA Hong Kong and Macau is hiring a Senior Underwriting Analyst for Employee Benefits. The role involves underwriting and risk analysis for employee benefits insurance products.,jobsdb,mainstream,1,2026-07-07T18:55:44.247112+00:00,https://hk.indeed.com/viewjob?jk=33696e1600954a46,1
AXA Hong Kong and Macau,"Talent Acquisition Officer / Senior Officer, Human Resources (1-Year-Contract)","Talent Acquisition Officer / Senior Officer, Human Resources (1-Year-Contract)",Other,mid,on-site,"Wong Chuk Hang, Southern District",,,,29000,71000,low,,,jobsdb,mainstream,1,2026-07-22T18:55:10.089262+00:00,https://hk.indeed.com/viewjob?jk=5590503830ff7171,1
AXA Hong Kong and Macau,Underwriting Officer (Employee Benefits),Underwriting Officer (Employee Benefits),Finance,junior,on-site,"Wong Chuk Hang, Southern District",,,,23000,37000,medium,underwriting; employee benefits; group insurance; risk assessment; policy administration; client relationship management; data analysis,Underwriting Officer for Employee Benefits at AXA Hong Kong and Macau.,jobsdb,mainstream,1,2026-07-07T18:55:44.247174+00:00,https://hk.indeed.com/viewjob?jk=b928eebffc24d3ca,1
AXA Wealth Management (HK) Limited,Executive Relationship Manager / Assistant Vice President,Executive Relationship Manager / Assistant Vice President,Sales,senior,hybrid,"Quarry Bay, Eastern District",,,,70000,89000,medium,Wealth Management; Investment Solutions; Insurance Solutions; HNW Client Relationship Management; Financial Markets Knowledge; Compliance (SFC/HKMA); Sales and Business Development; IIQE/HKSI Licensing; Bilingual (English and Cantonese),"Wealth management role at AXA acting as trusted advisor for HNW clients. Responsibilities include tailoring investment and insurance solutions, developing client base, and ensuring compliance. Requires university degree, fluency in English and Cantonese, and valid insurance/investment licenses.",jobsdb,mainstream,0,2026-07-09T18:55:44.247124+00:00,https://hk.jobsdb.com/job/93220530,1
AXA Wealth Management (HK) Limited,Executive Relationship Manager / Assistant Vice President (Cooperate role),,,lead,onsite,"Quarry Bay, Eastern District",,,,,,,,,jobsdb,mainstream,0,2026-07-25T21:55:10.088815+00:00,https://hk.jobsdb.com/job/93557692,1
Agricultural Bank Of China (HK Branch),Assistant Manager - AML Office,Assistant Manager - AML Office,Finance,mid,on-site,Hong Kong Island,3,,,31500,45000,medium,AML/CFT compliance; Sanctions screening; Compliance risk assessment; Compliance training; UAT (User Acceptance Testing); MS Office applications; AMLO knowledge; AAMLP / CAMLP certification; Regulatory compliance,"The role involves developing and implementing AML/CFT compliance policies, conducting sanctions screening and risk assessments, and providing compliance advice to business units. The candidate requires a degree in Law, Banking, or Finance, with at least 3 years of AML compliance experience and knowledge of AMLO. Preferred certifications include AAMLP or CAMLP.",jobsdb,mainstream,0,2026-07-23T18:40:19.926293+00:00,https://hk.jobsdb.com/job/93509032,1
Agricultural Bank Of China (HK Branch),Assistant Manager_ Legal & Compliance Department (Compliance Review Team),Assistant Manager_ Legal & Compliance Department (Compliance Review Team),Operations,mid,on-site,Hong Kong Island,3,,,35000,45000,medium,Compliance review; Regulatory compliance; Banking Ordinance; Securities and Futures Ordinance (SFO); HKMA guidelines; Code of Banking Practice; ECF Compliance; Compliance training; Policy review; Report writing,"Conducts periodic compliance reviews of bank operations to ensure regulatory compliance. Follows up on rectification of findings, provides compliance advice and training, and prepares reports for senior management.",jobsdb,mainstream,0,2026-07-23T18:40:19.945887+00:00,https://hk.jobsdb.com/job/93508678,1
Agricultural Bank Of China (HK Branch),Money Market Trader – Financial Markets Department,Money Market Trader – Financial Markets Department,Finance,mid,on-site,Hong Kong Island,5,,,52500,105000,medium,money market trading; interbank lending/borrowing; FX swaps; repo transactions; interest rate risk management; liquidity management; trading strategy development; Bloomberg; Reuters; Calypso; Enhanced Competency Framework (ECF) qualification,"Money Market Trader responsible for funding management, executing interbank lending/borrowing, FX swaps, and repo trades. Monitors liquidity and interest rate risks, develops trading strategies, and provides market intelligence. Requires 5+ years experience and proficiency in treasury systems (Reuters, Bloomberg, Calypso).",jobsdb,mainstream,1,2026-07-13T18:40:19.945901+00:00,https://hk.linkedin.com/jobs/view/money-market-trader-%E2%80%93-financial-markets-department-at-agricultural-bank-of-china-4439764892,1
Agricultural Bank Of China (HK Branch),Operational Risk Manager /Senior Manager (Risk Management Department),Operational Risk Manager /Senior Manager (Risk Management Department),Finance,senior,on-site,Hong Kong SAR,7,,,49000,60000,medium,Operational risk management; Risk assessment; Key risk indicators (KRI) monitoring; Basel III regulatory requirements; HKMA regulatory requirements; Operational resilience framework; Thematic review; Quantitative analysis; Report writing; ECF-ORM certification,"This role involves drafting operational risk policies, implementing risk assessments, monitoring key risk indicators, and liaising with business units. The candidate will design risk tools, prepare reports, review operational resilience, and conduct thematic reviews on IT and cybersecurity. Requires a degree, 7+ years of operational risk experience, knowledge of Basel and HKMA regulations, and preferably…",jobsdb,mainstream,1,2026-07-13T18:40:19.945938+00:00,https://hk.linkedin.com/jobs/view/operational-risk-manager-senior-manager-risk-management-department-at-agricultural-bank-of-china-4439765813,1
Agricultural Bank Of China (HK Branch),Relationship Manager - Trade Finance Department,Relationship Manager - Trade Finance Department,Sales,mid,on-site,"Central, Central and Western District",5,,,40000,50000,medium,Trade Finance; Credit Analysis; Customer Relationship Management; Cross-selling; KYC Compliance; AML; Regulatory Compliance; MS Office; Mandarin; Credit Proposal Preparation,"Relationship Manager responsible for trade finance products, customer relationship development, credit proposals, cross-selling, and compliance with KYC and AML policies. Requires 5+ years banking experience in marketing or credit.",jobsdb,mainstream,1,2026-07-13T18:40:19.945976+00:00,https://hk.linkedin.com/jobs/view/relationship-manager-trade-finance-department-at-agricultural-bank-of-china-4432217253,1
Agricultural Bank Of China (HK Branch),Settlement Officer – Operations Department,Settlement Officer – Operations Department,Operations,mid,on-site,Hong Kong SAR,3,,,20000,25000,medium,Treasury Settlement; FX/MM/Bond/OTC Derivatives; Hong Kong Trade Repository Reporting; Settlement Monitoring; Static Data Management; UAT (User Acceptance Testing); SWIFT; RTGS; CMU; Xact,"The Settlement Officer handles daily treasury settlement for FX/MM/Bond/OTC derivatives, performs Hong Kong Trade Repository reporting, monitors settlement status, resolves post-settlement issues, and manages static data. The role requires a university degree and 3 years of treasury settlement experience.",jobsdb,mainstream,0,2026-07-21T18:40:19.945847+00:00,https://hk.jobsdb.com/job/93469704,1
Agricultural Bank Of China (HK Branch),公司司機 – 綜合管理部,Company Driver – General Management Department,Other,senior,on-site,Hong Kong Island,8,,,,,,Driving license; Cantonese fluency; Mandarin fluency; Vehicle maintenance; Vehicle cleaning; Familiarity with Hong Kong roads and traffic regulations; Punctuality; Responsibility,"Company driver responsible for transporting management and executives, vehicle upkeep, and ad-hoc tasks. Requires at least 8 years' driving experience, valid license, Cantonese and Mandarin fluency, and flexibility for overtime. Must be punctual, polite, and have a clean driving record.",jobsdb,mainstream,0,2026-07-24T18:40:19.945925+00:00,https://hk.jobsdb.com/job/93536797,1
Agricultural Bank of China,AML Operations Control Officer – Operations Department (1 year contract),AML Operations Control Officer – Operations Department (1 year contract),Operations,junior,on-site,Hong Kong,1,,,17000,21000,medium,AML Web-Search tools; Sanctions alert monitoring; Suspicious transaction investigation; AML policy and procedure development; UAT for AML systems; MIS reporting; MS Office applications; Worldcheck; Lloyds online Web-Search; CAMS / AAMPL certification,"This role supports AML control operations including document scanning, sanctions monitoring, and suspicious transaction investigations. Responsibilities also include developing procedures, participating in UAT, and preparing MIS reports. Requires a degree, 1 year of related experience, and knowledge of AML regulations.",indeed,mainstream,0,2026-06-28T05:00:00+00:00,https://hk.indeed.com/viewjob?jk=52d1b926d840ab26,1
